ticker,close,alpha,final_pick,marketcap_cr,existing_rank,momentum_20,momentum_60,momentum_3,rvol,rvol_norm,pbz,pbz_norm,squeeze,breakout,squeeze_bo_score,bb_width,trend_sma50,trend_sma200,rsi14,catalyst_type,catalyst_count,deal_value_cr,sentiment,certainty,news_score,mom20_norm,mom60_norm,atr20,stop_loss,tp1,tp2,trail_stop,impact_pct,gate_flags,headline_text,headline_count
BAJAJFINSV.NS,62384.70311569914,67.87212877394356,0,280000,9,99.98729627629038,99.99999999601994,68.57409168021542,0.2131404462383327,7.104681541277756,70.5536982212955,70.5536982212955,0,1,50,33818.91438541924,1,0,87.83222361257435,earnings,0,0.0,neutral,40,60.0,99.98729627629038,99.99999999601994,2556.7287661245255,59265.46795991418,66219.79626488592,70054.88941407272,55992.88120038783,6.14748962109219,alpha:False|rvol:False|trend:True|volatility:True|all:False,Full Article Fetch Test - BAJAJFINSV,2
HEROMOTOCO.NS,13668.104520148196,67.84144554696711,0,150000,20,99.9095097922924,99.99999899951064,54.909610354156534,1.3200171278728074,44.00057092909358,63.518172215789676,63.518172215789676,0,0,20,8457.956245614823,1,0,83.63139921939836,earnings,0,0.0,neutral,40,60.0,99.9095097922924,99.99999899951064,582.5706255840438,12984.699294140786,14541.960458524261,15415.816396900327,12211.677956188087,6.393395200394554,alpha:False|rvol:False|trend:True|volatility:False|all:False,Full Article Fetch Test - HEROMOTOCO,2
ASIANPAINT.NS,7571.885121113549,66.87718544153097,0,280000,13,96.44793031101332,99.9999988057597,46.66972385247383,1.2938633805938107,43.12877935312702,62.62734635144048,62.62734635144048,0,0,20,2769.7646952893137,1,0,88.92898164620073,earnings,0,0.0,neutral,40,60.0,96.44793031101332,99.9999988057597,230.85449238356009,7225.603382538209,7918.1668596888885,8264.448598264229,6994.7488901546485,4.573256633407747,alpha:False|rvol:False|trend:True|volatility:False|all:False,Full Article Fetch Test - ASIANPAINT,2
NESTLEIND.NS,87830.95670183121,66.1162134557279,0,180000,11,95.73565193873924,99.98695789037941,59.18303572478831,0.9117247507968258,30.390825026560858,69.0529852349932,69.0529852349932,0,0,20,27268.34133259565,1,0,85.69372560492108,earnings,0,0.0,neutral,40,60.0,95.73565193873924,99.98695789037941,2880.177850043726,83510.68992676563,92151.22347689679,96471.49025196239,80630.51207672189,4.9188428969663125,alpha:False|rvol:False|trend:True|volatility:False|all:False,Full Article Fetch Test - NESTLEIND,2
TATAPOWER.NS,830.3262133944066,64.69936259729742,0,120000,22,78.24203481961543,78.55536441597172,73.72813314711146,1.584775961641118,52.825865388037265,77.6254541438374,77.6254541438374,0,1,50,170.45257175870006,1,0,69.40405503180915,earnings,0,0.0,neutral,40,60.0,78.24203481961543,78.55536441597172,30.77265233060483,788.8099027246863,876.4851918903139,922.6441703862212,753.3945825678945,5.559137812499924,alpha:False|rvol:True|trend:True|volatility:True|all:False,Full Article Fetch Test - TATAPOWER,2
ICICIBANK.NS,21297.436744724306,64.2776746593523,0,550000,6,98.35318401767975,99.99999751474161,48.08101963631084,0.2761710341467588,9.205701138225294,64.42751415070052,64.42751415070052,0,0,20,8822.377849270582,1,0,83.4875032198289,earnings,0,0.0,neutral,40,60.0,98.35318401767975,99.99999751474161,732.0397146560395,20232.56490748809,22395.496316708366,23493.555888692423,19467.337458084206,5.155829713902384,alpha:False|rvol:False|trend:True|volatility:False|all:False,Full Article Fetch Test - ICICIBANK,2
COALINDIA.NS,2243.289448888753,62.83984300749745,0,280000,19,93.69240674255707,99.94032890684423,37.940445409118084,0.30134872047609024,10.044957349203008,60.58467432602943,60.58467432602943,0,0,20,1011.7027068432999,1,0,69.17513686437078,earnings,0,0.0,neutral,40,60.0,93.69240674255707,99.94032890684423,95.32913308025645,2131.1249764443155,2386.283148509138,2529.2768481295225,2004.966616188112,6.374286639257305,alpha:False|rvol:False|trend:True|volatility:False|all:False,Full Article Fetch Test - COALINDIA,2
INFY.NS,3350.9435288523055,60.152965879362995,0,850000,3,85.03490422780146,98.43316666829686,49.04448852652237,0.1484132147957852,4.947107159859507,62.62854082554961,62.62854082554961,0,0,20,1003.2342811843755,1,0,70.24291618656743,earnings,0,0.0,neutral,40,60.0,85.03490422780146,98.43316666829686,130.5150377080156,3183.39635240969,3546.716085414329,3742.4886419763525,3024.6559345822666,5.842311422928557,alpha:False|rvol:False|trend:True|volatility:False|all:False,Full Article Fetch Test - INFY,2
POWERGRID.NS,2402.69855601093,58.25659364222208,0,280000,23,61.42973333838309,75.28207377779637,61.45746857388227,2.3392250833639423,77.97416944546475,64.69088294767276,64.69088294767276,0,0,20,283.346554013513,1,0,48.71577840997661,earnings,0,0.0,neutral,40,60.0,61.42973333838309,75.28207377779637,85.56837030202419,2282.5636282103837,2531.0511114639667,2659.4036669170027,2188.7776302558696,5.342016589302542,alpha:False|rvol:True|trend:True|volatility:False|all:False,Full Article Fetch Test - POWERGRID,2
SHRIRAMCIT.NS,5573.317428933383,55.12045503424109,0,180000,21,88.42350944238743,99.99768386494098,72.54532165928096,0.7323895131448843,24.412983771496144,73.34717226707711,73.34717226707711,0,1,50,1439.2313672498312,1,0,80.26123221388305,none,0,0.0,neutral,0,0.0,88.42350944238743,99.99768386494098,184.0026293150644,5297.313484960786,5849.32137290598,6125.325316878576,5113.310855645722,4.952238007111294,alpha:False|rvol:False|trend:True|volatility:True|all:False,N/A,0
HDFC.NS,3510.3210079363303,53.628862181473856,0,650000,7,40.453258370891795,96.51329301955573,43.584647022285836,0.6003613597861168,20.012045326203896,38.61978239977125,38.61978239977125,0,0,0,369.69603726621244,1,0,44.287678453010024,ipo,8,0.0,neutral,100,100.0,40.453258370891795,96.51329301955573,118.08259960218189,3334.8049575395135,3687.444907339603,3864.568806742876,3215.1145089308757,5.04580347503323,alpha:False|rvol:False|trend:True|volatility:False|all:False,"Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Pri",10
LANDT.NS,10615.81190227423,51.503819645762874,0,250000,15,74.65158280033828,99.99947676282508,48.8641259810268,1.7535317296330954,58.45105765443651,69.2113669159846,69.2113669159846,0,0,20,1458.7538146281622,1,0,60.67889037834422,none,0,0.0,neutral,0,0.0,74.65158280033828,99.99947676282508,402.12895584851987,10085.021307160518,11219.00533604701,11822.19876981979,9610.48951265293,5.682028273725889,alpha:False|rvol:True|trend:True|volatility:False|all:False,N/A,0
JSWSTEEL.NS,756.5477818515467,48.42631346488421,0,140000,17,57.5710066648149,31.083949707155796,65.33486470962347,1.6029061067095103,53.43020355698368,71.0613937245516,71.0613937245516,0,0,20,92.51253019406136,1,0,55.538915815570974,earnings,0,0.0,neutral,40,60.0,57.5710066648149,31.083949707155796,26.04581058323164,718.7203927589693,795.6164977263942,834.6852136012416,691.4332553934676,5.1640777769822,alpha:False|rvol:True|trend:True|volatility:False|all:False,Full Article Fetch Test - JSWSTEEL,2
WIPRO.NS,472.10190179240055,43.05630793971474,0,380000,5,27.09598121378733,72.90598549600537,28.219437582486737,0.22157317748750152,7.385772582916718,24.121179586597577,24.121179586597577,0,-1,0,99.87933066347364,0,0,44.000582257884574,ipo,11,0.0,neutral,100,100.0,27.09598121378733,72.90598549600537,22.458999097203634,448.49680670278053,505.790400438206,539.4788990840115,415.9544040493915,7.135853195655933,alpha:False|rvol:False|trend:False|volatility:False|all:False,"Top Trending Stocks: SBI Share Price, Axis Bank Share Price, HDFC Bank Share Pri",10
TATASTEEL.NS,788.6991173450788,32.71641656297006,0,180000,18,13.323816958076137,72.69519114553282,55.02848786621412,0.1473606590237761,4.912021967459204,36.488817946567565,36.488817946567565,0,0,0,272.3938447843493,0,0,27.73278765518829,earnings,0,0.0,neutral,40,60.0,13.323816958076137,72.69519114553282,30.619998024559486,749.2641614778248,834.629114381918,880.5591114187572,712.1491222836801,5.823513178441096,alpha:False|rvol:False|trend:False|volatility:False|all:False,Full Article Fetch Test - TATASTEEL,2
